Date,Analyte,Station,Imputed_values,Raw_values,Missing,Imputed
1975-01-01,DissOrthophos,D26,0.06,0.06,FALSE,FALSE
1975-01-01,DissOrthophos,D28A,NA,NA,TRUE,NA
1975-01-01,DissOrthophos,D4,0.07000000000000002,0.07,FALSE,FALSE
1975-01-01,DissOrthophos,D6,0.08999999999999998,0.09,FALSE,FALSE
1975-01-01,DissOrthophos,D7,0.07999999999999999,0.08,FALSE,FALSE
1975-01-01,DissOrthophos,D8,0.07999999999999999,0.08,FALSE,FALSE
1975-02-01,DissOrthophos,D26,0.07000000000000002,0.07,FALSE,FALSE
1975-02-01,DissOrthophos,D28A,0.06,0.06,FALSE,FALSE
1975-02-01,DissOrthophos,D4,0.07000000000000002,0.07,FALSE,FALSE
1975-02-01,DissOrthophos,D6,0.07000000000000002,0.07,FALSE,FALSE
1975-02-01,DissOrthophos,D7,0.07000000000000002,0.07,FALSE,FALSE
1975-02-01,DissOrthophos,D8,0.07999999999999999,0.08,FALSE,FALSE
1975-03-01,DissOrthophos,D26,0.07999999999999999,0.08,FALSE,FALSE
1975-03-01,DissOrthophos,D28A,0.07999999999999999,0.08,FALSE,FALSE
1975-03-01,DissOrthophos,D4,0.049999999999999996,0.05,FALSE,FALSE
1975-03-01,DissOrthophos,D6,0.06,0.06,FALSE,FALSE
1975-03-01,DissOrthophos,D7,0.06,0.06,FALSE,FALSE
1975-03-01,DissOrthophos,D8,0.06,0.06,FALSE,FALSE
1975-04-01,DissOrthophos,D26,0.049999999999999996,0.05,FALSE,FALSE
1975-04-01,DissOrthophos,D28A,0.07500000000000001,0.07500000000000001,FALSE,FALSE
1975-04-01,DissOrthophos,D4,0.045000000000000005,0.045,FALSE,FALSE
1975-04-01,DissOrthophos,D6,0.05500000000000001,0.05500000000000001,FALSE,FALSE
1975-04-01,DissOrthophos,D7,0.05500000000000001,0.055,FALSE,FALSE
1975-04-01,DissOrthophos,D8,0.049999999999999996,0.05,FALSE,FALSE
1975-05-01,DissOrthophos,D26,0.049999999999999996,0.05,FALSE,FALSE
1975-05-01,DissOrthophos,D28A,0.04000000000000001,0.04,FALSE,FALSE
1975-05-01,DissOrthophos,D4,0.045000000000000005,0.045,FALSE,FALSE
1975-05-01,DissOrthophos,D6,0.06500000000000002,0.065,FALSE,FALSE
1975-05-01,DissOrthophos,D7,0.045000000000000005,0.045,FALSE,FALSE
