"Region","Year","Month","StationCode","Latitude","Longitude","Salinity","Amphipoda_CPUE","Amphipoda_BPUE"
"North","1980","06","D4-L",38.0581151,-121.8193499,0.164270639156171,1275.10683760684,91.1392432851681
"North","1980","07","D4-L",38.0581151,-121.8193499,0.29856167958685,4053.95299145299,317.152220986283
"North","1980","08","D4-L",38.0581151,-121.8193499,0.799162724891536,4227.5641025641,283.212692570548
"North","1980","09","D4-L",38.0581151,-121.8193499,0.616217190865226,2333.86752136752,151.274467048778
"North","1980","10","D4-L",38.0581151,-121.8193499,0.647381210952579,2669.87179487179,153.488107304208
"North","1980","11","D4-L",38.0581151,-121.8193499,0.873069149829052,745.192307692308,38.9914423144249
"North","1980","12","D4-L",38.0581151,-121.8193499,0.322586209919685,16.5598290598291,1.0562292462782
"North","1981","01","D4-L",38.0581151,-121.8193499,2.68565909472227,14.957264957265,0.958811773721057
"North","1981","02","D4-L",38.0581151,-121.8193499,0.11916859151355,14.957264957265,1.26081114414947
"North","1981","03","D4-L",38.0581151,-121.8193499,0.0994194744434963,18.1623931623932,1.87438924132173
"North","1981","04","D4-L",38.0581151,-121.8193499,0.117238409508713,258.547008547009,31.7755886609915
"North","1981","05","D4-L",38.0581151,-121.8193499,2.04126239100521,942.307692307692,84.390334757433
"North","1981","06","D4-L",38.0581151,-121.8193499,0.783377070321832,2693.37606837607,192.580256782448
"North","1981","07","D4-L",38.0581151,-121.8193499,2.24898461209881,2363.78205128205,184.925362744011
"North","1981","08","D4-L",38.0581151,-121.8193499,3.55713960408892,1444.44444444444,96.7661259427294
"North","1981","09","D4-L",38.0581151,-121.8193499,3.14504199010271,862.179487179487,55.8839528076741
"North","1981","10","D4-L",38.0581151,-121.8193499,2.95488299130617,30.982905982906,1.78117451453463
"North","1981","11","D4-L",38.0581151,-121.8193499,0.616217190865226,84.9358974358974,4.44418589820327
"North","1981","12","D4-L",38.0581151,-121.8193499,0.0845340757562894,1.6025641025641,0.0351047048547286
"North","1982","01","D4-L",38.0581151,-121.8193499,0.0999002701267619,48.6111111111111,3.11613826459344
"North","1982","02","D4-L",38.0581151,-121.8193499,0.0720729687883155,235.042735042735,19.8127465509203
"North","1982","03","D4-L",38.0581151,-121.8193499,0.0725519589829229,190.705128205128,19.6810870338782
"North","1982","04","D4-L",38.0581151,-121.8193499,0.0668050598616411,325.320512820513,39.9820939969914
"North","1982","05","D4-L",38.0581151,-121.8193499,0.0701571733949793,275.106837606838,24.6377678004977
"North","1982","06","D4-L",38.0581151,-121.8193499,0.0806980297525719,321.047008547009,22.9470822012509
"North","1982","07","D4-L",38.0581151,-121.8193499,0.219159743072252,1582.79914529915,123.826858714239
"North","1982","08","D4-L",38.0581151,-121.8193499,0.595489973217275,1721.15384615385,115.303423737971
"North","1982","09","D4-L",38.0581151,-121.8193499,0.0883721285150298,2388.88888888889,154.840791174671
"North","1982","10","D4-L",38.0581151,-121.8193499,0.0869326097219391,2143.16239316239,123.208140557119
"North","1982","11","D4-L",38.0581151,-121.8193499,0.0787806858705691,1699.25213675214,88.9116688187711
"North","1982","12","D4-L",38.0581151,-121.8193499,0.082136326297176,1241.98717948718,79.2180297703769
"North","1983","01","D4-L",38.0581151,-121.8193499,0.0730309670554583,1262.28632478632,80.9670580835606
"North","1983","02","D4-L",38.0581151,-121.8193499,0.0965355672727244,1562.5,131.70641543538
"North","1983","03","D4-L",38.0581151,-121.8193499,0.0835748849042272,205.128205128205,21.169572607869
"North","1983","04","D4-L",38.0581151,-121.8193499,0.0725519589829229,209.401709401709,25.7356007336956
"North","1983","05","D4-L",38.0581151,-121.8193499,0.103267027275772,37.9273504273504,3.39666313366085
"North","1983","06","D4-L",38.0581151,-121.8193499,0.0586655254262834,1884.61538461538,134.698253789442
"North","1983","07","D4-L",38.0581151,-121.8193499,0.0553137329521715,928.418803418803,72.6328317399078
"North","1983","09","D4-L",38.0581151,-121.8193499,0.0763845776577332,1531.51709401709,99.2684589216862
"North","1983","10","D4-L",38.0581151,-121.8193499,0.0658474077830802,349.358974358974,20.0795722401749
"North","1983","11","D4-L",38.0581151,-121.8193499,0.0648897863171049,291.132478632479,15.2332158145961
"North","1983","12","D4-L",38.0581151,-121.8193499,0.0701571733949793,326.388888888889,20.8187740245435
"North","1984","01","D4-L",38.0581151,-121.8193499,0.095094159219062,97.7564102564103,6.26651980681977
"North","1984","02","D4-L",38.0581151,-121.8193499,0.103748164885434,142.628205128205,12.0194146800476
"North","1984","03","D4-L",38.0581151,-121.8193499,0.100381107753517,542.200854700855,55.956031762987
"North","1984","04","D4-L",38.0581151,-121.8193499,0.0835748849042272,1390.49145299145,170.892267116862
"North","1984","05","D4-L",38.0581151,-121.8193499,0.585141345758976,3752.13675213675,336.030448603293
"North","1984","06","D4-L",38.0581151,-121.8193499,0.631788367279105,6774.03846153846,484.179616296278
"North","1984","07","D4-L",38.0581151,-121.8193499,0.631788367279105,2635.14957264957,206.155212297448
"North","1984","08","D4-L",38.0581151,-121.8193499,0.388076329751326,605.769230769231,40.581651930124
"North","1984","09","D4-L",38.0581151,-121.8193499,0.124963805393816,1098.82478632479,71.2226089996193
"North","1984","10","D4-L",38.0581151,-121.8193499,0.169146385771245,972.75641025641,55.9227377753027
"North","1984","11","D4-L",38.0581151,-121.8193499,0.280602499816879,449.252136752137,23.5066688074777
"North","1984","12","D4-L",38.0581151,-121.8193499,0.0883721285150298,3165.59829059829,201.910145594988
"North","1985","01","D4-L",38.0581151,-121.8193499,0.16768313319742,1375.53418803419,88.1764399047044
"North","1985","02","D4-L",38.0581151,-121.8193499,0.133669986890616,768.162393162393,64.7516580459622
"North","1985","03","D4-L",38.0581151,-121.8193499,0.636983592341658,203.525641025641,21.00418532187
"North","1985","04","D4-L",38.0581151,-121.8193499,1.08088371070207,257.478632478633,31.6442845756155
"North","1985","05","D4-L",38.0581151,-121.8193499,0.689065374965562,3019.23076923077,270.393521569734
"North","1985","06","D4-L",38.0581151,-121.8193499,1.04338630835742,2737.71367521368,195.680193479885
