Date,Analyte,Station,Imputed_values,Raw_values,Missing,Imputed
1995-01-01,Temperature,C10A,10.169999999999998,10.17,FALSE,FALSE
1995-01-01,Temperature,C3A,9.24,9.24,FALSE,FALSE
1995-01-01,Temperature,D26,9.9,9.9,FALSE,FALSE
1995-01-01,Temperature,D28A,10.76,10.76,FALSE,FALSE
1995-01-01,Temperature,D4,11.149999999999999,11.15,FALSE,FALSE
1995-01-01,Temperature,D41,11.039999999999997,11.04,FALSE,FALSE
1995-01-01,Temperature,D6,11.209999999999999,11.21,FALSE,FALSE
1995-01-01,Temperature,D7,10.85,10.85,FALSE,FALSE
1995-01-01,Temperature,D8,10.020000000000001,10.02,FALSE,FALSE
1995-01-01,Temperature,MD10A,9.92,9.92,FALSE,FALSE
1995-01-01,Temperature,P8,10.829999999999998,10.83,FALSE,FALSE
1995-02-01,Temperature,C10A,12.739999999999998,12.74,FALSE,FALSE
1995-02-01,Temperature,C3A,11.230000000000002,11.23,FALSE,FALSE
1995-02-01,Temperature,D26,11.749999999999998,11.75,FALSE,FALSE
1995-02-01,Temperature,D28A,11.609999999999998,11.61,FALSE,FALSE
1995-02-01,Temperature,D4,11.760000000000002,11.76,FALSE,FALSE
1995-02-01,Temperature,D41,12.21,12.21,FALSE,FALSE
1995-02-01,Temperature,D6,12.220000000000002,12.22,FALSE,FALSE
1995-02-01,Temperature,D7,12.030000000000001,12.03,FALSE,FALSE
1995-02-01,Temperature,D8,12.130000000000004,12.13,FALSE,FALSE
1995-02-01,Temperature,MD10A,12.85,12.85,FALSE,FALSE
1995-02-01,Temperature,P8,12.65,12.65,FALSE,FALSE
1995-03-01,Temperature,C10A,13.580000000000002,13.58,FALSE,FALSE
1995-03-01,Temperature,C3A,12.290000000000001,12.29,FALSE,FALSE
1995-03-01,Temperature,D26,12.799999999999999,12.8,FALSE,FALSE
1995-03-01,Temperature,D28A,12.479999999999999,12.48,FALSE,FALSE
1995-03-01,Temperature,D4,11.919999999999998,11.92,FALSE,FALSE
1995-03-01,Temperature,D41,12.729999999999997,12.73,FALSE,FALSE
1995-03-01,Temperature,D6,11.93,11.93,FALSE,FALSE
1995-03-01,Temperature,D7,12.680000000000001,12.68,FALSE,FALSE
1995-03-01,Temperature,D8,10.739999999999998,10.74,FALSE,FALSE
1995-03-01,Temperature,MD10A,11.56,11.56,FALSE,FALSE
1995-03-01,Temperature,P8,12.479999999999999,12.48,FALSE,FALSE
1995-04-01,Temperature,C10A,12.500000000000002,12.5,FALSE,FALSE
1995-04-01,Temperature,C3A,12.109999999999998,12.11,FALSE,FALSE
1995-04-01,Temperature,D26,14.119999999999997,14.12,FALSE,FALSE
1995-04-01,Temperature,D28A,14.47,14.47,FALSE,FALSE
1995-04-01,Temperature,D4,14.47,14.47,FALSE,FALSE
