ID,SampleDate,Station,SpeciesCode,SizeGroup,Sex,Size,Gear,SpeciesName,a,b,Biomass
1359764,1/18/2019 0:00:00,D41,Aab,All,nr,4,5,Ampelisca abdita,2.39e-5,2.739,0.001065222220415678
1359765,1/18/2019 0:00:00,D41,Aab,All,nr,3,5,Ampelisca abdita,2.39e-5,2.739,4.8443221653916407e-4
1359766,1/18/2019 0:00:00,D41,Aab,All,nr,2,5,Ampelisca abdita,2.39e-5,2.739,1.595581745569142e-4
1359767,1/18/2019 0:00:00,D41,Aab,All,nr,2,5,Ampelisca abdita,2.39e-5,2.739,1.595581745569142e-4
1359768,1/18/2019 0:00:00,D41,Aab,All,nr,4,5,Ampelisca abdita,2.39e-5,2.739,0.001065222220415678
1359769,1/18/2019 0:00:00,D41,Aab,All,nr,2,5,Ampelisca abdita,2.39e-5,2.739,1.595581745569142e-4
1359770,1/18/2019 0:00:00,D41,Aab,All,nr,3,5,Ampelisca abdita,2.39e-5,2.739,4.8443221653916407e-4
1359771,1/18/2019 0:00:00,D41,Aab,All,nr,4,5,Ampelisca abdita,2.39e-5,2.739,0.001065222220415678
1359772,1/18/2019 0:00:00,D41,Aab,All,nr,4,5,Ampelisca abdita,2.39e-5,2.739,0.001065222220415678
1359773,1/18/2019 0:00:00,D41,Aab,All,nr,4,5,Ampelisca abdita,2.39e-5,2.739,0.001065222220415678
1359774,1/18/2019 0:00:00,D41,Aab,All,nr,4,5,Ampelisca abdita,2.39e-5,2.739,0.001065222220415678
1359775,1/18/2019 0:00:00,D41,Aab,All,nr,4,5,Ampelisca abdita,2.39e-5,2.739,0.001065222220415678
1359776,1/18/2019 0:00:00,D41,Aab,All,nr,3,5,Ampelisca abdita,2.39e-5,2.739,4.8443221653916407e-4
1359777,1/18/2019 0:00:00,D41,Aab,All,nr,3,5,Ampelisca abdita,2.39e-5,2.739,4.8443221653916407e-4
1359778,1/18/2019 0:00:00,D41,Aab,All,nr,2,5,Ampelisca abdita,2.39e-5,2.739,1.595581745569142e-4
1359779,1/18/2019 0:00:00,D41,Aab,All,nr,2,5,Ampelisca abdita,2.39e-5,2.739,1.595581745569142e-4
1359780,1/18/2019 0:00:00,D41,Aab,All,nr,4,5,Ampelisca abdita,2.39e-5,2.739,0.001065222220415678
1359781,1/18/2019 0:00:00,D41,Aab,All,nr,2,5,Ampelisca abdita,2.39e-5,2.739,1.595581745569142e-4
1359782,1/18/2019 0:00:00,D41,Aab,All,nr,2,5,Ampelisca abdita,2.39e-5,2.739,1.595581745569142e-4
1359783,1/18/2019 0:00:00,D41,Aab,All,nr,2,5,Ampelisca abdita,2.39e-5,2.739,1.595581745569142e-4
1359784,1/18/2019 0:00:00,D41,Aab,All,nr,4,5,Ampelisca abdita,2.39e-5,2.739,0.001065222220415678
1359785,1/18/2019 0:00:00,D41,Aab,All,nr,3,5,Ampelisca abdita,2.39e-5,2.739,4.8443221653916407e-4
1359786,1/18/2019 0:00:00,D41,Aab,All,nr,2,5,Ampelisca abdita,2.39e-5,2.739,1.595581745569142e-4
1359787,1/18/2019 0:00:00,D41,Aab,All,nr,2,5,Ampelisca abdita,2.39e-5,2.739,1.595581745569142e-4
1359788,1/18/2019 0:00:00,D41,Aab,All,nr,2,5,Ampelisca abdita,2.39e-5,2.739,1.595581745569142e-4
1359789,1/18/2019 0:00:00,D41,Aab,All,nr,2,5,Ampelisca abdita,2.39e-5,2.739,1.595581745569142e-4
1359790,1/18/2019 0:00:00,D41,Aab,All,nr,4,5,Ampelisca abdita,2.39e-5,2.739,0.001065222220415678
1359791,1/18/2019 0:00:00,D41,Aab,All,nr,4,5,Ampelisca abdita,2.39e-5,2.739,0.001065222220415678
1359792,1/18/2019 0:00:00,D41,Aab,All,nr,2,5,Ampelisca abdita,2.39e-5,2.739,1.595581745569142e-4
1359793,1/18/2019 0:00:00,D41,Aab,All,nr,3,5,Ampelisca abdita,2.39e-5,2.739,4.8443221653916407e-4
1359794,1/18/2019 0:00:00,D41,Aab,All,nr,3,5,Ampelisca abdita,2.39e-5,2.739,4.8443221653916407e-4
1359795,1/18/2019 0:00:00,D41,Aab,All,nr,2,5,Ampelisca abdita,2.39e-5,2.739,1.595581745569142e-4
1359796,1/18/2019 0:00:00,D41,Aab,All,nr,2,5,Ampelisca abdita,2.39e-5,2.739,1.595581745569142e-4
1359797,1/18/2019 0:00:00,D41,Aab,All,nr,4,5,Ampelisca abdita,2.39e-5,2.739,0.001065222220415678
1359798,1/18/2019 0:00:00,D41,Aab,All,nr,2,5,Ampelisca abdita,2.39e-5,2.739,1.595581745569142e-4
1359799,1/18/2019 0:00:00,D41,Aab,All,nr,4,5,Ampelisca abdita,2.39e-5,2.739,0.001065222220415678
1359800,1/18/2019 0:00:00,D41,Aab,All,nr,4,5,Ampelisca abdita,2.39e-5,2.739,0.001065222220415678
1359801,1/18/2019 0:00:00,D41,Aab,All,nr,3,5,Ampelisca abdita,2.39e-5,2.739,4.8443221653916407e-4
1359802,1/18/2019 0:00:00,D41,Aab,All,nr,4,5,Ampelisca abdita,2.39e-5,2.739,0.001065222220415678
1359803,1/18/2019 0:00:00,D41,Aab,All,nr,2,5,Ampelisca abdita,2.39e-5,2.739,1.595581745569142e-4
1359804,1/18/2019 0:00:00,D41,Aab,All,nr,2,5,Ampelisca abdita,2.39e-5,2.739,1.595581745569142e-4
1359805,1/18/2019 0:00:00,D41,Ast,All,nr,4,5,Americorophium stimpsoni,4.43e-5,2.203,9.391649736816427e-4
1359806,1/18/2019 0:00:00,D41,Ast,All,g,4,5,Americorophium stimpsoni,4.43e-5,2.203,9.391649736816427e-4
1359807,1/18/2019 0:00:00,D41,Ast,All,nr,3,5,Americorophium stimpsoni,4.43e-5,2.203,4.983125790942698e-4
1359808,1/18/2019 0:00:00,D41,Ast,All,nr,2,5,Americorophium stimpsoni,4.43e-5,2.203,2.0397305786327952e-4
1359809,1/18/2019 0:00:00,D41,Ast,All,nr,3,5,Americorophium stimpsoni,4.43e-5,2.203,4.983125790942698e-4
1359810,1/18/2019 0:00:00,D41,Ast,All,nr,2,5,Americorophium stimpsoni,4.43e-5,2.203,2.0397305786327952e-4
1359811,1/18/2019 0:00:00,D41,Ast,All,nr,2,5,Americorophium stimpsoni,4.43e-5,2.203,2.0397305786327952e-4
1359812,1/18/2019 0:00:00,D41,Ast,All,nr,2,5,Americorophium stimpsoni,4.43e-5,2.203,2.0397305786327952e-4
1359813,1/18/2019 0:00:00,D41,Ast,All,nr,2,5,Americorophium stimpsoni,4.43e-5,2.203,2.0397305786327952e-4
1359814,1/18/2019 0:00:00,D41,Ast,All,nr,3,5,Americorophium stimpsoni,4.43e-5,2.203,4.983125790942698e-4
1359815,1/18/2019 0:00:00,D41,Ast,All,nr,2,5,Americorophium stimpsoni,4.43e-5,2.203,2.0397305786327952e-4
1359816,1/18/2019 0:00:00,D41,Ast,All,nr,2,5,Americorophium stimpsoni,4.43e-5,2.203,2.0397305786327952e-4
1359817,1/18/2019 0:00:00,D41,Asp,All,m,4,5,Americorophium spinicorne,2.2e-5,2.826,0.001106226903467953
1359818,1/17/2019 0:00:00,28,Cor,All,NR,3,5,Sinocorophium sp.,2.5e-5,2.641,4.550061244730448e-4
1359819,1/17/2019 0:00:00,28,Cor,All,NR,2,5,Sinocorophium sp.,2.5e-5,2.641,1.5594096852226467e-4
1359820,1/17/2019 0:00:00,28,Cor,All,NR,2,5,Sinocorophium sp.,2.5e-5,2.641,1.5594096852226467e-4
1359821,1/17/2019 0:00:00,28,Cor,All,NR,2,5,Sinocorophium sp.,2.5e-5,2.641,1.5594096852226467e-4
1359822,1/17/2019 0:00:00,32,Gd,All,NR,7,5,Gammarus daiberi,7.4e-6,3.275,0.0043343881542546175
1359823,1/17/2019 0:00:00,32,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1359824,1/17/2019 0:00:00,32,Gd,All,NR,9,5,Gammarus daiberi,7.4e-6,3.275,0.009871336079397369
1359825,1/17/2019 0:00:00,32,Gd,All,NR,5,5,Gammarus daiberi,7.4e-6,3.275,0.0014399867101022566
1359826,1/17/2019 0:00:00,32,Gd,All,NR,6,5,Gammarus daiberi,7.4e-6,3.275,0.0026162368878373155
1359827,1/17/2019 0:00:00,32,Cor,All,NR,2,5,Sinocorophium sp.,2.5e-5,2.641,1.5594096852226467e-4
1359828,1/17/2019 0:00:00,32,Gd,All,NR,3,5,Gammarus daiberi,7.4e-6,3.275,2.702737260399918e-4
1359829,1/17/2019 0:00:00,32,Gd,All,NR,9,5,Gammarus daiberi,7.4e-6,3.275,0.009871336079397369
1359830,1/17/2019 0:00:00,32,Gd,All,NR,6,5,Gammarus daiberi,7.4e-6,3.275,0.0026162368878373155
1359831,1/17/2019 0:00:00,32,Gd,All,NR,8,5,Gammarus daiberi,7.4e-6,3.275,0.006711991952750047
1359832,1/17/2019 0:00:00,32,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1359833,1/17/2019 0:00:00,32,Gd,All,NR,8,5,Gammarus daiberi,7.4e-6,3.275,0.006711991952750047
1359834,1/17/2019 0:00:00,32,Gd,All,NR,3,5,Gammarus daiberi,7.4e-6,3.275,2.702737260399918e-4
1359835,1/17/2019 0:00:00,32,Gd,All,NR,10,5,Gammarus daiberi,7.4e-6,3.275,0.013939003262224522
1359836,1/17/2019 0:00:00,32,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1359837,1/17/2019 0:00:00,32,Gd,All,NR,11,5,Gammarus daiberi,7.4e-6,3.275,0.019045516882830613
1359838,1/17/2019 0:00:00,32,Gd,All,g,6,5,Gammarus daiberi,7.4e-6,3.275,0.0026162368878373155
1359839,1/17/2019 0:00:00,32,Gd,All,g,8,5,Gammarus daiberi,7.4e-6,3.275,0.006711991952750047
1359840,1/17/2019 0:00:00,32,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1359841,1/17/2019 0:00:00,32,Gd,All,NR,7,5,Gammarus daiberi,7.4e-6,3.275,0.0043343881542546175
1359842,1/17/2019 0:00:00,32,Gd,All,NR,8,5,Gammarus daiberi,7.4e-6,3.275,0.006711991952750047
1359843,1/17/2019 0:00:00,32,Gd,All,g,8,5,Gammarus daiberi,7.4e-6,3.275,0.006711991952750047
1359844,1/17/2019 0:00:00,32,Gd,All,NR,10,5,Gammarus daiberi,7.4e-6,3.275,0.013939003262224522
1359845,1/17/2019 0:00:00,32,Gd,All,g,6,5,Gammarus daiberi,7.4e-6,3.275,0.0026162368878373155
1359846,1/17/2019 0:00:00,32,Cor,All,NR,2,5,Sinocorophium sp.,2.5e-5,2.641,1.5594096852226467e-4
1359847,1/17/2019 0:00:00,32,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1359848,1/17/2019 0:00:00,32,Gd,All,NR,8,5,Gammarus daiberi,7.4e-6,3.275,0.006711991952750047
1359849,1/17/2019 0:00:00,32,Gd,All,NR,3,5,Gammarus daiberi,7.4e-6,3.275,2.702737260399918e-4
1359850,1/17/2019 0:00:00,32,Gd,All,NR,9,5,Gammarus daiberi,7.4e-6,3.275,0.009871336079397369
